description,taxonomy_agg_key,source_review_id,reviewer_id,reviewer_name,review_score,master_product_id,content,processed_content,source_product_id,source_id
"Penfolds Bin 95 Grange Shiraz, or Grange as it's known to most, is Australian wine royalty. The equal of any 1st Growth or Grand Cru. The architect of the modern Australian wine industry, Max Schubert, first created his masterpiece back in 1951 and releas",[],2704043,17,James Halliday,96,4205752,"Protocol prevented me retasting this wine prior to its release date of 1 May '10, notwithstanding that no one will have read these words prior to the release of this book in late July '10. So this is my tasting note from the Rewards of Patience Tasting he",,2672765,12
"Penfolds Bin 95 Grange Shiraz, or Grange as it's known to most, is Australian wine royalty. The equal of any 1st Growth or Grand Cru. The architect of the modern Australian wine industry, Max Schubert, first created his masterpiece back in 1951 and releas",[],2704044,-1,Andrew Caillard MW,95,4205752,"The 2005 Grange is a 'dark horse'. Behind those fresh elemental blueberry, blackberry, herb garden aromas, roasted chestnut, malty characters and ripe, dense plentiful tannins is a wine with superb fruit complexity, buoyancy and richness. This is a classi",,2672765,12
"Penfolds Bin 95 Grange Shiraz, or Grange as it's known to most, is Australian wine royalty. The equal of any 1st Growth or Grand Cru. The architect of the modern Australian wine industry, Max Schubert, first created his masterpiece back in 1951 and releas",[],2704045,-1,Campbell Mattinson,95,4205752,"...the balance of this 2005 is brilliant. So too is the dark fruit power motoring through the finish... It's persistent and seductive and awash with flavours of sweet, dense, meaty, smoky, leathery blackberry and blackcurrant. It does the Grange name prou",,2672765,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704046,17,James Halliday,95,4332102,"Excellent crimson-purple; an unapologetic full-bodied shiraz, with waves of blackberry, plum and licorice; tannins and oak, too, are in abundance. Extremely rigourous selection has paid big dividends.",,2672766,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704047,-1,Campbell Mattinson,94,4332102,Tasted this 2007 Penfolds RWT Shiraz at the end of January and then drank a bottle of it last night. Same impression both times. Extremely high quality wine.Maybe it doesn’t have the concentration of the big years but there’s more than enough flavour here,,2672766,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704048,-1,Lisa Perrotti-Brown MW,93,4332102,"The 2007 RWT Shiraz is 100% Barossa Valley Shiraz matured 13 months in French hogsheads, 71% new. Very deep garnet-purple colored, it presents youthfully mute aromas of warm blackberries, stewed plums, kirsch, cedar and cloves with an array of Indian spic",,2672766,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704049,-1,Harvey Steiman,92,4332102,"Dense, fleshy and generous with its cherry and red berry flavors, wrapped in pepper and licorice, persisting impressively on the broad finish. Best from 2012 through 2017.",,2672766,12
"First vintaged in 1997 after several years of <em>'Red Winemaking Trials'</em>, RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from",[],2704050,17,James Halliday,95,4332103,"Excellent crimson-purple; an unapologetic full-bodied shiraz, with waves of blackberry, plum and licorice; tannins and oak, too, are in abundance. Extremely rigourous selection has paid big dividends. ",,2672767,12
"First vintaged in 1997 after several years of <em>'Red Winemaking Trials'</em>, RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from",[],2704051,-1,Campbell Mattinson,94,4332103,Tasted this 2007 Penfolds RWT Shiraz at the end of January and then drank a bottle of it last night. Same impression both times. Extremely high quality wine. Maybe it doesnt have the concentration of the big years but theres more than enough flavour her,,2672767,12
"First vintaged in 1997 after several years of <em>'Red Winemaking Trials'</em>, RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from",[],2704052,-1,Lisa Perrotti-Brown MW,93,4332103,"The 2007 RWT Shiraz is 100% Barossa Valley Shiraz matured 13 months in French hogsheads, 71% new. Very deep garnet-purple colored, it presents youthfully mute aromas of warm blackberries, stewed plums, kirsch, cedar and cloves with an array of Indian spic",,2672767,12
"Possibly the best Penfolds Grange ever produced and one of Max Schurbert's favourites due to winning a gold medal at the 1962 Sydney Royal Show in the Open Claret Class. Many judges had previously been vocally critical of the style. Iconic US Magazine, Wi",[],2704053,-1,Campbell Mattinson,97,4205756,"A miraculous wine. Really bloody delicious. Feral, sweet, leathery and yet juicy and long through the finish, the cow paddock dressed up for show day. Slaking tannins, fine, firm and joyous. Curranty and chocolatey and pruney too. Here's where wine gets e",,2672769,12
"Jasper Hill Georgia's Paddock Shiraz is a textbook Heathcote Shiraz full of deep, concentrated fruit flavours with elegant spice and powerful structure. The 2007 vintage gives aromas of plum, liquorice and all spice which develop through the mid-palate wi",[],2704054,17,James Halliday,93,4205758,"Inky purple-crimson; aromas of damson plum, licorice, prune and spice; powerful structure, but mid-palate vinosity is overshadowed by tannins on the finish.",,2672771,12
"Another excellent example of Peter Lehmann's icon Shiraz, the Stonewell. Borne out of an excellent vintage in the Barossa, this Stonewell has many years in front of it. Early on though, the wine is immensely full-bodied with notes of candied cherry, mocha",[],2704055,17,James Halliday,94,4205759,"The bouquet offers dark, dense, mocha fruit with a notable fruitcake spice presence; the palate is full and rich, almost brutish at first, but the fruit comes to the fore late in the piece while the charry oak also provides lift; has a harmonious finish.",,2672772,12
"An internationally recognised Australian Shiraz, St Hallett flagship wine, 'Old Block' is acknowledged as an icon of the Barossa. Only the best fruit sourced from the oldest, shy-bearing wines grown in the region is selected for the Old Block, producing a",[],2704056,17,James Halliday,95,4205760,"Red-purple; a fragrant bouquet leads into a particularly well balanced medium-bodied palate with lush, but not jammy, blackberry and raspberry fruit, ripe tannins and balanced oak. A welcome return to top form.",,2672773,12
"An internationally recognised Australian Shiraz, St Hallett flagship wine, 'Old Block' is acknowledged as an icon of the Barossa. Only the best fruit sourced from the oldest, shy-bearing wines grown in the region is selected for the Old Block, producing a",[],2704057,-1,Gary Walsh,94,4205760,"Saucy devil – blackberry, raspberry and bbq chops laden with mint sauce. It’s full bodied, nice and fresh (acid perhaps a little twangy, but set for the long term) with supple, but firm, tannins and excellent length. Oak is less noticeably present while t",,2672773,12
More than 15 years ago the winemakers at Wolf Blass decided it was time to craft a premium wine that showcased the modern nature of Wolf Blass that also paid homage to the man himself and his pioneering craftsmanship. The result was a single varietal Shir,[],2704058,17,James Halliday,96,4205761,"...from the first whiff to the finish and aftertaste, the wine has remarkable cohesion, line and balanceâ€¦ supple and velvety, the finish with a dry, savoury twist, just what was needed.",,2672774,12
"Bannockburn is spicy with well intergraded savoury oak and great acidity backbone. The varietal flavours such as, raspberries, strawberries and red cherries fruits lingers with a faint hint of forest floor on the palate with well supporting tannins. A gre",[],2704059,17,James Halliday,94,4205763,"A blend of four parcels from the estate Olive Tree Hill, Anne's Block, Stuart and De la Terre blocks; 100% whole bunch-fermented, and the wine spent 12 months in French barriques (33% new). The colour is a quite deep garnet-red, the complex bouquet with s",,2672776,12
"Bannockburn is spicy with well intergraded savoury oak and great acidity backbone. The varietal flavours such as, raspberries, strawberries and red cherries fruits lingers with a faint hint of forest floor on the palate with well supporting tannins. A gre",[],2704060,-1,Campbell Mattinson,94,4205763,".... It is immensely stalky, truffly, bitter, fragrant, spicy, herbal. It’s not unripe, but it is not a fruit-driven wine. Opening it is like detonating a pinot noir bomb. For the basics – acidity, tannin, length – it’s tailored to perfection. I often say",,2672776,12
Giaconda is rightfully considered one of Australia's premier Chardonnay producers and is sought after by wine lovers and collectors the world over. Their 2008 Chardonnay is proof yet again of Rick Kinzbrunner's skills. Colours of bright gold; on the nose,[],2704061,17,James Halliday,96,4205768,"...creamy/nutty characters held by perfectly balanced acidity, the mid-palate with pristine nectarine and melon fruit, oak at once omnipresent yet subtle.",,2672781,12
Giaconda is rightfully considered one of Australia's premier Chardonnay producers and is sought after by wine lovers and collectors the world over. Their 2008 Chardonnay is proof yet again of Rick Kinzbrunner's skills. Colours of bright gold; on the nose,[],2704062,-1,Campbell Mattinson,95,4205768,"This has come and gone in terms of ex-cellar but for the record, it's a super release. It's a tremendous wine experience - from the first impression to the last. Almonds, white and yellow fruits, burnt matches and meal. There's creaminess and toastiness,",,2672781,12
"With a long history in the Barossa Valley, the Thorn-Clarke family can boast six generations of involvement in the wine industry. Recently starting up their own venture (1998) Thorn-Clarke continue to win multiple awards for their great value wines includ",[],2704063,-1,Dan Murphy's Wine Panel,92,4205770,Pretty simply this is the best sub -$20 Australian Merlot we have found for quite some time. Truly varietal with admirable structure.,,2672783,12
The historic legacy that was left by George Wyndham lives on in the George Wyndham Founder's Reserve wines from Wyndham Estate. This Shiraz is sourced from premium vineyard sites in the Langhorne Creek wine region which is known for producing wines of int,[],2704064,17,James Halliday,92,4205771,"Bright crimson-red; attractive wine, with fresh cherry and blood plum fruit on the bouquet; the medium-bodied palate picks up the same play, with fine, chalky tannins on the finish.",,2672784,12
"Here is a fantastic example of the amazing benefits of the Dan Murphy's Cellar Release program. Having been lovingly nurtured in our climate controlled cellars for the past few years, this Jacob's Creek Reserve Shiraz is at its absolute optimum in terms o",[],2704065,17,James Halliday,91,4205772,"Bright, clear purple-red; very well crafted, elegant red; I only wish it could be presented every time UK wine scribes start putting the dagger into Australian wines made by the big companies.",,2672785,12
Jacob's Creek Centenary Hill Shiraz 2006 has a densely concentrated nose showing regionally distinctive ripe black fruits with clove/allspice highlights. The palate is full-bodied yet subtly structured with ripe berry fruit flavours resulting in a rich te,[],2704066,17,James Halliday,93,4205774,"Has retained good colour, still with crimson notes; is a refined, elegant wine with all its components in balance; impossible to criticise technically, but it doesn't have a distinct personality.",,2672787,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704067,17,James Halliday,96,4332125,"Glorious, deep crimson-purple, with an alluring bouquet of black fruits, spice and cedary oak contributed by 14 months' maturation in 83% new French hogsheads. The medium- to full-bodied palate has layer-upon-layer of velvety blackberry fruit allied with",,2672789,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704068,-1,Andrew Caillard MW,95,4332125,"A lovely Barossa Shiraz that possesses strong regional character, power,and elegance. The wine is intensely aromatic with blackberry/elderberry/praline aromas and roasted chestnut notes. The palate is rich, smoothand compact with generous blackberry/dark",,2672789,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704069,-1,Campbell Mattinson,93,4332125,"Big blueberried fruit, big blue-cedar oak. Spice and rich, ripe, robust plummy flavour. Stains the glass an inky purple. Warm, brandied aftertaste but it has the power to shift the flavours right through. It was a hot vintage but they ve brought this baby",,2672789,12
"First vintaged in 1997 after several years of 'Red Winemaking Trials', RWT is a relative new-comer, but adds great diversity to the Penfolds stable of iconic red wines. Sourced from vineyards on the western edge of the Barossa Valley, namely from Kalimna,",[],2704070,-1,Lisa Perrotti-Brown,93,4332125,"Deep garnet-purple colored, the 2008 RWT Shiraz presents quite a lot of cedar over notes of pure blackberry and black cherry fruit with hints of cinnamon stick, toast and underbrush. Medium bodied, concentrated and taut in the mouth, it has firm, grainy t",,2672789,12
"In the hearts and minds of true Australian Shiraz lovers, Penfolds St Henri holds a special place. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704071,17,James Halliday,95,4205777,"The colour is bright and deep, the bouquet with black fruits, some meaty aromas and potent spice and licorice components. In the mouth, the flavours are overwhelmingly of black fruits, with echoes of the spice and licorice of the bouquet, and a hint of to",,2672790,12
"In the hearts and minds of true Australian Shiraz lovers, Penfolds St Henri holds a special place. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704072,-1,Lisa Perrotti-Brown,93,4205777,"Very deep garnet-purple colored, the 2007 St Henri Shiraz is a little closed at this stage, revealing subtle earthy notes over crushed blackberries, pencil lead, toast, game, smoky bacon and tree bark. Medium bodied, elegantly fruited and still very tight",,2672790,12
"In the hearts and minds of true Australian Shiraz lovers, Penfolds St Henri holds a special place. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704073,-1,Campbell Mattinson,92,4205777,"....it smells beautifully of violets, plums, blueberries and spice. Its perfume is rather enchanting. What impresses most about this wine though is its length; it swirls out through the finish, trailing big ribbons of tannin. Its medium-weight at most, b",,2672790,12
"In the hearts and minds of true Australian Shiraz lovers, Penfolds St Henri holds a special place. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704074,-1,Andrew Caillard MW,92,4205777,This is a delicious early to medium drinking St. Henri with all the styleand fi nesse expected of this "wine institution". It is medium deep incolour with expressive blackberry/raspberry/espresso/dark chocolatearomas and herb garden/liquorice nuances. The,,2672790,12
In a short period of time Murray Street Vineyards have established themselves amongst the Barossa Valley A-list. Access to some of the regions premium vineyards as well as expertise provided by some of the best including Andrew Seppelt enable Murray Stree,[],2704075,-1,Dan Murphy's Wine Panel,92,4205780,"Classic Barossa sweet fruited and savoury, lots of flavour but a level of seriousness too. All in all a lovely flavoursome Barossan Shiraz.",,2672793,12
"Martinborough is considered by many as the home of Pinot Noir - not only in New Zealand but the 'New World' in general. It is hard to argue when wines like this are produced. Pinot Noir superstar, Larry McKenna, hand-crafts a wine that is overflowing with",[],2704076,-1,Dan Murphy's Wine Panel,95,4205783,Martinborough superstar Larry McKenna is the driving force behind some of the finest wines produced in New Zealand. A stunning benchmark wine.,,2672796,12
"Martinborough is considered by many as the home of Pinot Noir - not only in New Zealand but the 'New World' in general. It is hard to argue when wines like this are produced. Pinot Noir superstar, Larry McKenna, hand-crafts a wine that is overflowing with",[],2704077,-1,Sam Kim,96,4205783,"This is seriously good and surely the best Escarpment yet. The bouquet is beautifully fragrant and complex with red/dark cherry, game, spice and a touch of dried herb characters. It's concentrated and powerful on the palate with velvety texture and a leng",,2672796,12
"An extremely exciting find and we're thrilled to include the Rocland Estate wines to our range. An under-the-radar producer in many senses, the Rocca family owned Estate produces wines of utmost character and intesity. The Shiraz provides concentrated dar",[],2704078,-1,Dan Murphy's Wine Panel,91,4205786,"Inky colour; dark fruits, mocha, olive and savoury bouquet; full-bodied with lashings of fruitand muscle; power over elegance. This is not for the faint-hearted, buckle in for the ride.",,2672799,12
"An extremely exciting find and we're thrilled to include the Rocland Estate wines to our range. An under-the-radar producer in many senses, the Rocca family owned Estate produces wines of utmost character and intesity. The Shiraz provides concentrated dar",[],2704079,-1,Andrew Caillard MW,95,4205786,"Intense dark berry, blackberry, coffee with some spicy, cedary notes. The tannins are fie and the wine shows excellent freshness and vinosity.",,2672799,12
"An under-the-radar producer in many senses, the Rocca family owned Estate produces wines of utmost character and intensity. Their straight Grenache overflows with ripe, sweet blackberry fruit, confectionery and hints of licorice of the nose. The palate is",[],2704080,-1,Dan Murphy's Wine Panel,94,4205787,"Gob smackingly delicious modern Grenache. Short black, extracted coffee bean darkness, dark plum, grip, acidity, awesome length and depth. Outstanding.",,2672800,12
"An under-the-radar producer in many senses, the Rocca family owned Estate produces wines of utmost character and intensity. Their straight Grenache overflows with ripe, sweet blackberry fruit, confectionery and hints of licorice of the nose. The palate is",[],2704081,17,James Halliday,93,4205787,"Good colour, expecially for Grenache. A delicious Grenache with raspberry and red cherry fruit on the vibrant, light-to-medium-bodied palate, used French and American oak, was the right call.",,2672800,12
Duck Duck Goose Shiraz is a ripping Barossa Shiraz from Blaxland Vineyards who own and manage over 300 hectares of vineyards in the Barossa Valley. Blaxland have recently been added to Halliday’s Wine Companion following a string of good reviews for their,[],2704082,-1,Dan Murphy's Wine Panel,93,4205788,"Leading South Australian wine writer Tony Love said of the 2012 release that it is as if a 'whole vat of fruits of the forest have been squashed and dribbled into a bottle, then given a sensitive touching up with a dash of vanilla."" We believe he will be",,2672801,12
Duck Duck Goose Shiraz is a ripping Barossa Shiraz from Blaxland Vineyards who own and manage over 300 hectares of vineyards in the Barossa Valley. Blaxland have recently been added to Halliday’s Wine Companion following a string of good reviews for their,[],2704083,-1,Dan Murphy's Wine Panel,92,4205788,Lovely bright-fruited Barossan Shiraz with black pepper and floral notes. The palate is silky and juicy with black tea and a lengthy finish.,,2672801,12
Duck Duck Goose Shiraz is a ripping Barossa Shiraz from Blaxland Vineyards who own and manage over 300 hectares of vineyards in the Barossa Valley. Blaxland have recently been added to Halliday’s Wine Companion following a string of good reviews for their,[],2704084,-1,Andrew Caillard MW,92,4205788,Lovely fragrant red and black cherry with floral notes. A silky palate with hints of black tea and fine loose knit tannins.,,2672801,12
"Petit Manseng would be unknown to many, but its delicious aromatic aromas and flavours are perfectly suited to our cooler climes and especially in the King Valley and Alphine Valleys of Victoria's north-west. Gapsted's Petit Manseng has wonderful notes of",[],2704085,17,James Halliday,92,4205789,"The grapes for this rare (both here and overseas) variety came from two vineyards, one high in the King Valley, the other lower. It's hard to pick any defining varietal attribute, poached peach in contrast to intense lime juice; the overall flavour intens",,2672802,12
"Petit Manseng would be unknown to many, but its delicious aromatic aromas and flavours are perfectly suited to our cooler climes and especially in the King Valley and Alphine Valleys of Victoria's north-west. Gapsted's Petit Manseng has wonderful notes of",[],2704086,-1,Dan Murphy's Wine Panel,93,4205789,"This is an intense wine with loads of appealing flavours; sweet and sour, pithy, pineapple and restrained tropicals. All with brilliant length.",,2672802,12
"The latest edition to the alrady popular La Famiglia range from Trentham Estate, this Vermentino stood out from the crowd when our Tasting Panel gave it the once over. Fantastically fresh and appealing on the nose with intriguing hints of aniseed. The pal",[],2704087,-1,Dan Murphy's Wine Panel,93,4205790,The standout Vermentino from a substantial line up. Wonderfully fresh and appealing on the nose with intriguing hints of aniseed. The palate displays real textural interest.,,2672803,12
"Sourced from a rare patch of granitic soils with a heat protected easterly aspect, the Denton is made by pressing grapes directly into the puncheon, without acidification, malo or the influence of new oak. The result is a textural yet tightly coiled wine",[],2704088,-1,Dan Murphy's Wine Panel,94,4205791,"A remarkable parcel of single vineyard Chardonnay that demanded to be kept separate and labelled as â€˜Denton Chardonnay.' Structurally powerful and tightly wound; long, with lean stone fruits and clean minerals. A class act.",,2672804,12
"Old vine Barossa Valley Shiraz doesn't get much better than this. The Kaesler name was reborn by winemaker and visionary Reid Bosward in 1997, breathing new life in the over 100 year old vineyards. A Quirky name matched with unrivaled concentration make T",[],2704089,-1,Dan Murphy's Wine Panel,96,4205792,"The Barossa is world famous for concentrated styles of Shiraz and the iconic Bogan is a quintessential, full-bodied style of Shiraz. An abundance of intense blue and black fruit with lashings of leather and spicy savoury tannins. Big, bold and unapologeti",,2672805,12
"Old vine Barossa Valley Shiraz doesn't get much better than this. The Kaesler name was reborn by winemaker and visionary Reid Bosward in 1997, breathing new life in the over 100 year old vineyards. A Quirky name matched with unrivaled concentration make T",[],2704090,-1,Gary Walsh,93,4205792,"Perfumed oak, rich sweet dark cherry fruit with a bit of leather and tar. Full bodied with typical fine Kaesler super ripe fruit tannins, some heft from alcohol but a good gobful of flavour to go with it. Has length and smooth creamy vanilla oak on the lo",,2672805,12
"Old vine Barossa Valley Shiraz doesn't get much better than this. The Kaesler name was reborn by winemaker and visionary Reid Bosward in 1997, breathing new life in the over 100 year old vineyards. A Quirky name matched with unrivaled concentration make T",[],2704091,17,James Halliday,94,4205792,"Produced from estate vineyards planted in 1899 and 1965; aromas of licorice, boot polish and black fruits are followed by a distinctly savoury, spicy palate, oak and tannins playing a support role.",,2672805,12
"The Tollana Robinson Family Vineyard Pinot Noir shows fantastic concentration of flavour with characters of black cherry and plum with some brilliant spicy, fine grained tannin to finish.",[],2704092,-1,Dan Murphy's Wine Panel,94,4205793,Always a great-value Pinot from thePeninsula with an enviable show recordto boot. Classic Asian spices withspiced cherry and a lick of fine oak.',,2672806,12
"The Tollana Robinson Family Vineyard Pinot Noir shows fantastic concentration of flavour with characters of black cherry and plum with some brilliant spicy, fine grained tannin to finish.",[],2704093,17,James Halliday,95,4205793,...outstanding palate with great drive and thrust to the vibrant black cherry and plum fruit finishing with spicy tannins.,,2672806,12
"Charles Cimicky wines could be considered on of the Barossa Valley's best kept secrets. But the secret is out now with wines like The Autograph Shiraz lifting the lid on a great family producer. On the nose, characters of dark chocolate and sage give way",[],2704094,-1,Andrew Caillard MW,94,4205794,"Intense dark cherry, dark chocolate and sage. Deep set, almost plush dark berry, dark chocolate and elderberry. Fine chalky tannins.",,2672807,12
"The Dirtman Shiraz by Gibson Wines is named after Rob Gibson, owner and winemaker. With love of viticulture and the soil, Rob has always been referred to as The Dirtman. This attractive Shiraz has wonderful rich, dark cherry notes with plums and a touch o",[],2704095,-1,Dan Murphy's Wine Panel,94,4205796,"A brooding giant, with dark cherry lined with taught acidity, with dark red and black fruits, roasted caramelised pumpkin, coconut, pecan pie oak, chocolate cherry ripe, lots of drive and fruit saturation.",,2672809,12
"The Dirtman Shiraz by Gibson Wines is named after Rob Gibson, owner and winemaker. With love of viticulture and the soil, Rob has always been referred to as The Dirtman. This attractive Shiraz has wonderful rich, dark cherry notes with plums and a touch o",[],2704096,-1,Dan Murphy's Wine Panel,94,4205796,"Deep ruby. The nose is an attractive amalgam of ironstone, dried herbs, cedar, butcher-shop and sweet salami. The oak is judiciously handled, with mocha interest and pleasantly dry tannins",,2672809,12
"The Dirtman Shiraz by Gibson Wines is named after Rob Gibson, owner and winemaker. With love of viticulture and the soil, Rob has always been referred to as The Dirtman. This attractive Shiraz has wonderful rich, dark cherry notes with plums and a touch o",[],2704097,-1,Andrew Caillard MW,95,4205796,"A very attractive wine with superb fresh dark berry, apricot, plummy, roasted chestnut, violet notes. The palate is buoyant with chocolate and liquorice. The finish is long.",,2672809,12
"Gibson Wines is one of the reasons why we all love the Barossa Valley so much. Small family winery, ancient soils, hand-crafter wines all made by a true Barossa character, Rob Gibson. With his signature moustache and motorcyclists' leather waistcoat, Rob",[],2704098,17,James Halliday,95,4205797,"Matured in French oak for 18 months, and a barrel selection of the best barrels. No region on the front label, just the ambiguous 'Barossa' on the back label. Excellent, bright colour; a very stylish medium to full-bodied wine with polished black fruits r",,2672810,12
"Gibson Wines is one of the reasons why we all love the Barossa Valley so much. Small family winery, ancient soils, hand-crafter wines all made by a true Barossa character, Rob Gibson. With his signature moustache and motorcyclists' leather waistcoat, Rob",[],2704099,-1,Dan Murphy's Wine Panel,94,4205797,"A remarkably generous and plush Barossa Shiraz. Carries essence-like fluidity and concentration, like liquified black forest cake. So well poised and balanced with smooth plummy tannins. Long and glorious.",,2672810,12
"Gibson Wines is one of the reasons why we all love the Barossa Valley so much. Small family winery, ancient soils, hand-crafter wines all made by a true Barossa character, Rob Gibson. With his signature moustache and motorcyclists' leather waistcoat, Rob",[],2704100,17,James Halliday,94,4205797,"From a single estate vineyard at Stockwell in the Barossa Valley. The bouquet is fresh and inviting, the palate with juicy fruit nuances all too rare in 2007; rigourous fruit selection and fastidious winemaking pays dividends.",,2672810,12
"Established in 1890, Château Tanunda sits upon the site that saw the first plantings in the Barossa Valley, back in the 1840's. The grand château itself is a heritage icon and has recently been restored to it former glory. 'The Château' Shiraz is sourced",[],2704101,-1,Gary Walsh,92,4205798,"Traditional Barossa Shiraz of depth and scale, seasoned with toasty coconut oak, blackberry and liquorice, and maybe a scattering of pepper and dried herb. It’s full bodied, glossy and slick, toasty oak over blackberries, light grainy tannin, and a savour",,2672811,12
"Established in 1890, Château Tanunda sits upon the site that saw the first plantings in the Barossa Valley, back in the 1840's. The grand château itself is a heritage icon and has recently been restored to it former glory. 'The Château' Shiraz is sourced",[],2704102,-1,Dan Murphy's Wine Panel,93,4205798,"For ample proof of how far Australian ""Rhone"" variety blends have come, look no further than this. Pencil shaving oak parts to revel in a bath of plums and redcurrant. Silky, smooth, length for days.",,2672811,12
"Marco Cirillo, the guru of Grenache. A true artisan, Marco is the custodian of some of oldest Grenache vines in the world and remarkably he tends to each of the old, gnarly bush vines by hand, some standing 6-feet tall! The resulting Grenache that makes T",[],2704103,-1,Dan Murphy's Wine Panel,98,4205799,"Marco Cirillo is shaping up to be Australia s greatest grenache producer, and with the magnificent ancient vines he has access to, including his 160-yearold hand-tended block it s no wonder.",,2672812,12
"Marco Cirillo, the guru of Grenache. A true artisan, Marco is the custodian of some of oldest Grenache vines in the world and remarkably he tends to each of the old, gnarly bush vines by hand, some standing 6-feet tall! The resulting Grenache that makes T",[],2704104,-1,Mike Bennie,93,4205799,"Leaps out of the glass. Has this supple, slick feel with, indeed, some ‘pinosity’ or pinot noir-like feel, yet slips in deep, purple berried-palate staining fruit, earthy spice, musk, and holds you in with soft tannins and mouthwatering acidity. Perfume i",,2672812,12
"Marco Cirillo, the guru of Grenache. A true artisan, Marco is the custodian of some of oldest Grenache vines in the world and remarkably he tends to each of the old, gnarly bush vines by hand, some standing 6-feet tall! The resulting Grenache that makes T",[],2704105,-1,Dan Murphy's Wine Panel,98,4205799,"It is unfair to the immaculate 2013 vintage of this wine, that I wrote its tasting note all the while aching for the even more incredible 2014 release. The closest thing to perfect Grenache we have ever seen, and the first wine at this price in a long tim",,2672812,12
"Marco Cirillo, the guru of Grenache. A true artisan, Marco is the custodian of some of oldest Grenache vines in the world and remarkably he tends to each of the old, gnarly bush vines by hand, some standing 6-feet tall! The resulting Grenache that makes T",[],2704106,-1,Mike Bennie,92,4205799,"...Sweet spice, bergamot tea, liquorice, forest berry fruits, all mixed up in the pretty yet savoury and amaro-like perfume. Sloshes through the palate but seems to find a cut and thrust of frisky acidity amongst the riper fruits, trimmed down with some b",,2672812,12
"Testament to Stephen Pannell's dedication to quality, Steve only makes his 100% Grenache when the vintage shines. This 'edition' is bursting with fragrance and perfume adding to the red berry fruit flavours that have a silken texture to them. The perfect",[],2704107,-1,Ben Edwards,96,4205801,"The palate offers layers of fruit, and the evenly balanced tannins and fresh acidity combine to create a long and expensive finish.",,2672814,12
"Testament to Stephen Pannell's dedication to quality, Steve only makes his 100% Grenache when the vintage shines. This 'edition' is bursting with fragrance and perfume adding to the red berry fruit flavours that have a silken texture to them. The perfect",[],2704108,-1,Gary Walsh,95,4205801,"Spice, with cinnamon foremost, high perfume, red licorice and red fruit tempered by savoury earthen elements. Medium weight with lovely texture   a sweep of fine grained tannin and fresh, unforced acidity   all even and perfectly pitched with an impressiv",,2672814,12
"Testament to Stephen Pannell's dedication to quality, Steve only makes his 100% Grenache when the vintage shines. This 'edition' is bursting with fragrance and perfume adding to the red berry fruit flavours that have a silken texture to them. The perfect",[],2704109,17,James Halliday,96,4205801,"This is the first 100% grenache released since '06, an indication of the high standards Pannell sets for his wines. It is an extraordinary wine, with pinot-like fragrance and perfume, the red berry fruits swathed in silky embrace, the allimportant tannins",,2672814,12
